0.0 0 
1.6434985832075972 True 1 
4.199993137731393 True 2 
6.0881263946789055 True 3 
13.690590173966669 False 2 
15.66857928086887 True 3 
17.030242394364258 True 4 
17.31446325634288 True 5 
19.12377131015198 True 6 
20.85982582058757 True 7 
21.828019478217378 True 8 
22.83838673379292 True 9 
27.330387509150327 True 10 
28.235842304675256 True 11 
30.29426866703201 False 10 
36.25812983544582 True 11 
37.59019540459288 False 10 
40.28510663507458 False 9 
40.50418194684916 True 10 
41.112600154155544 True 11 
42.902593246271685 True 12 
46.4615482352078 True 13 
50.14030017820787 True 14 
51.622335957858006 True 15 
51.987949000357155 True 16 
52.27027049445723 True 17 
55.091108157097025 True 18 
55.143091648743884 True 19 
57.30210951491758 True 20 
58.186766076640694 True 21 
58.393797045808284 True 22 
59.11051202831251 True 23 
59.67576435979911 True 24 
60.021574938812236 False 23 
61.665977828949714 True 24 
62.686408975874095 True 25 
63.760152591162296 False 24 
64.20313420929351 False 23 
64.64750238394298 True 24 
66.82903062252302 False 23 
67.20957326771035 False 22 
68.29139773198781 False 21 
68.45292635650712 True 22 
68.60100241087775 True 23 
68.78012949437912 False 22 
69.91273890484428 True 23 
72.85112949625572 True 24 
74.7956160748046 True 25 
79.87707435622906 False 24 
82.40503452818733 False 23 
83.11554132655763 False 22 
